,web_url,pub_date,document_type,news_desk,section_name,type_of_material,main_headline,print_headline,by
110,https://www.nytimes.com/interactive/2020/01/02/realestate/02hunt-ganguly.html,2020-01-02T10:00:02+0000,multimedia,Real Estate,Real Estate,Interactive Feature,"For Their First New York Purchase, a Couple Cast a Wide Net. Which of These Homes Would You Choose?",,Joyce Cohen
111,https://www.nytimes.com/2020/01/02/learning/what-are-your-predictions-for-the-new-year-and-the-new-decade.html,2020-01-02T10:00:03+0000,article,Learning,The Learning Network,News,What Are Your Predictions for the New Year and the New Decade?,,Shannon Doyne
112,https://www.nytimes.com/2020/01/02/style/thanks-for-the-piece-of-plastic.html,2020-01-02T10:00:04+0000,article,Styles,Style,News,Thanks for the Piece of Plastic?,The Gift That Isn’t,Philip Galanes
113,https://www.nytimes.com/2020/01/02/books/review/robert-hass-by-the-book-interview.html,2020-01-02T10:00:04+0000,article,BookReview,Books,News,How Ursula K. Le Guin Fooled the Poet Robert Hass,Robert Hass,
114,https://www.nytimes.com/2020/01/02/books/review/inside-the-list-the-making-of-a-bestseller.html,2020-01-02T10:00:05+0000,article,BookReview,Books,List,Writing a Book Is a Solitary Endeavor. Publishing One Is a Group Effort.,,Elisabeth Egan
115,https://www.nytimes.com/2020/01/02/style/self-care/keto-diet-explained-benefits.html,2020-01-02T10:00:10+0000,article,Styles,Style,News,What Is the Keto Diet and Does It Work?,,Dawn MacKeen
116,https://www.nytimes.com/2020/01/02/travel/sarasota-art-museum-ringling.html,2020-01-02T10:00:10+0000,article,Travel,Travel,News,New Art Museum Adds to Sarasota’s Cultural Heritage,New Art Museum Adds to Sarasota’s Cultural Heritage,Michael Adno
117,https://www.nytimes.com/2020/01/02/reader-center/dispatches-international-news-features-journals.html,2020-01-02T10:00:10+0000,article,Insider,Reader Center,News,A Different Way to Show Readers the World,A ‘Different Lens’ for World News,Matthew Sedacca
119,https://www.nytimes.com/2020/01/02/opinion/hypersonic-missiles.html,2020-01-02T10:00:14+0000,article,OpEd,Opinion,Op-Ed,Hypersonic Missiles Are a Game Changer,,Steven Simon
118,https://www.nytimes.com/2020/01/02/opinion/depression-america-trump.html,2020-01-02T10:00:14+0000,article,OpEd,Opinion,Op-Ed,Why Is America So Depressed?,Why Is America So Depressed?,Lee Siegel
120,https://www.nytimes.com/2020/01/02/us/harvard-latinos-diversity-debate.html,2020-01-02T10:00:15+0000,article,National,U.S.,News,"Denying a Professor Tenure, Harvard Sparks a Debate Over Ethnic Studies",An Outcry at Harvard After a Latina Professor Is Denied Tenure,Kate Taylor
121,https://www.nytimes.com/2020/01/02/opinion/guantanamo-detention-supreme-court.html,2020-01-02T10:00:16+0000,article,OpEd,Opinion,Op-Ed,An Old Battle Resumes at the Supreme Court,,Linda Greenhouse
122,https://www.nytimes.com/2020/01/02/arts/design/new-york-art-galleries.html,2020-01-02T10:00:16+0000,article,Weekend,Arts,Review,What to See Right Now in New York Art Galleries,Galleries,
123,https://www.nytimes.com/2020/01/02/style/fredericks-of-hollywood-underwear.html,2020-01-02T10:00:16+0000,article,Styles,Style,News,Frederick’s of Hollywood Goes From Racy to ‘Real’,Frederick’s of Hollywood Goes From Racy to ‘Real’,Ruth La Ferla
124,https://www.nytimes.com/2020/01/02/books/little-women-feminism-2019-movie.html,2020-01-02T10:00:16+0000,article,Culture,Books,News,This Is ‘Little Women’ for a New Era,‘Little Women’ for a New Era,Jessica Bennett
125,https://www.nytimes.com/2020/01/02/travel/what-to-do-36-hours-in-santo-domingo-dominican-republic.html,2020-01-02T10:00:17+0000,article,Travel,Travel,News,36 Hours in Santo Domingo,"Santo Domingo, Dominican Republic",Concepción de León
126,https://www.nytimes.com/2020/01/02/nyregion/hotel-union-nyc-airbnb.html,2020-01-02T10:00:19+0000,article,Metro,New York,News,This Union Defeated Airbnb. Now It’s Taking Aim at a New Target.,Hotel Workers’ Union Morphs Into an Imposing Political Force,J. David Goodman
127,https://www.nytimes.com/2020/01/02/style/facebook-group-shopping.html,2020-01-02T10:00:19+0000,article,Styles,Style,News,How to Make Friends Online the Old-Fashioned Way (Buying Clothes Together),Fashion and Friends in the Same Online Spot,Breena Kerr
128,https://www.nytimes.com/2020/01/02/movies/martin-scorsese-irishman.html,2020-01-02T10:00:21+0000,article,Arts&Leisure,Movies,News,Martin Scorsese Is Letting Go,Scorsese Knows How It Ends,Dave Itzkoff
129,https://www.nytimes.com/2020/01/02/style/scaffolding-new-york-city.html,2020-01-02T10:00:24+0000,article,Styles,Style,News,"Our Lives, Under Construction",Life Beneath an Urban Canopy,Penelope Green
130,https://www.nytimes.com/2020/01/02/health/christian-health-care-insurance.html,2020-01-02T10:00:25+0000,article,Science,Health,News,"It Looks Like Health Insurance, but It’s Not. ‘Just Trust God,’ Buyers Are Told.",When a Health Plan Tells You to ‘Just Trust God’,Reed Abelson
131,https://www.nytimes.com/2020/01/02/us/politics/andrew-yang-fundraising.html,2020-01-02T10:01:06+0000,article,Politics,U.S.,News,"Andrew Yang Raised $16.5 Million in the Last 3 Months, His Campaign Says",,Matt Stevens
132,https://www.nytimes.com/2020/01/02/nyregion/nyc-top-stories.html,2020-01-02T10:09:10+0000,article,Metro,New York,briefing,7 of Our Top Stories From 2019,,Azi Paybarah
133,https://www.nytimes.com/2020/01/02/briefing/baghdad-indonesia-australia.html,2020-01-02T10:15:26+0000,article,NYTNow,Briefing,briefing,"Baghdad, Indonesia, Australia: Your Thursday Briefing",,Chris Stanford
134,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-france-extradite.html,2020-01-02T10:56:34+0000,article,Business,Business Day,News,Turkey Questions Pilots About Carlos Ghosn’s Escape From Japan,,Elian Peltier
135,https://www.nytimes.com/2020/01/02/podcasts/the-daily/trump-new-york-times.html,2020-01-02T11:00:07+0000,article,Podcasts,Podcasts,News,The President and the Publisher,,
137,https://www.nytimes.com/2020/01/02/business/bullitt-mustang-auction.html,2020-01-02T11:00:08+0000,article,Business,Business Day,News,Mustang From Famed ‘Bullitt’ Car Chase Heads to Auction,Chase Is Over: ‘Bullitt’ Car Heads to Auction,Jerry Garrett
136,https://www.nytimes.com/2020/01/02/us/politics/bernie-sanders-q4-campaign-fundraising.html,2020-01-02T11:00:08+0000,article,Politics,U.S.,News,"Bernie Sanders Raised $34.5 Million in the Fourth Quarter, Pacing the Field",,Sydney Ember and Thomas Kaplan
138,https://www.nytimes.com/2020/01/02/world/europe/erdogan-turkey-libya.html,2020-01-02T11:03:40+0000,article,Foreign,World,News,"Turkey, Flexing Its Muscles, Will Send Troops to Libya",Turkish Parliament Approves Sending Troops to Libya,Carlotta Gall
139,https://www.nytimes.com/2020/01/02/business/dealbook/carlos-ghosn-japan-lebanon.html,2020-01-02T11:42:15+0000,article,Business,Business Day,News,How Did Carlos Ghosn Flee Japan?,,
140,https://www.nytimes.com/2020/01/02/movies/ghost-stories-review.html,2020-01-02T12:00:03+0000,article,Weekend,Movies,Review,‘Ghost Stories’ Review: Bollywood Aims for Frights,Fright Night in India,Bilal Qureshi
141,https://www.nytimes.com/2020/01/02/movies/advocate-review.html,2020-01-02T12:00:04+0000,article,Weekend,Movies,Review,‘Advocate’ Review: Defending More Than Just Her Clients,Contentious Cases Are Her Specialty,Ben Kenigsberg
142,https://www.nytimes.com/2020/01/02/arts/television/50-shows-to-watch.html,2020-01-02T12:00:12+0000,article,Weekend,Arts,News,The 50 TV Shows You Need to Watch This Winter,50 TV Shows To Watch This Winter,Mike Hale
143,https://www.nytimes.com/2020/01/02/sports/carmelo-anthony-knicks-trailblazers.html,2020-01-02T12:57:37+0000,article,Sports,Sports,News,"Carmelo Anthony Scores, and Loses, at the Garden. Sound Familiar?","Like Old Times: Anthony Scores, but Loses, at the Garden",Scott Cacciola
144,https://www.nytimes.com/2020/01/02/style/italian-vogue-sustainability-illustrated.html,2020-01-02T13:00:07+0000,article,Styles,Style,News,Italian Vogue Won’t Publish Photos This Month,Italian Vogue Fashions an Environmental Statement,Jessica Testa
145,https://www.nytimes.com/slideshow/2020/01/02/realestate/on-the-market-in-new-york-city.html,2020-01-02T14:00:21+0000,multimedia,Real Estate,Real Estate,Slideshow,On the Market in New York City,,
146,https://www.nytimes.com/slideshow/2020/01/02/realestate/on-the-market-in-the-new-york-region.html,2020-01-02T14:00:22+0000,multimedia,Real Estate,Real Estate,Slideshow,On the Market in the New York Region,,
148,https://www.nytimes.com/2020/01/02/realestate/homes-for-sale-in-new-york-and-connecticut.html,2020-01-02T14:01:24+0000,article,RealEstate,Real Estate,News,Homes for Sale in New York and Connecticut,,Claudia Gryvatz Copquin and Lisa Prevost
147,https://www.nytimes.com/2020/01/02/realestate/homes-for-sale-in-brooklyn-manhattan-and-queens.html,2020-01-02T14:01:24+0000,article,RealEstate,Real Estate,News,"Homes for Sale in Brooklyn, Manhattan and Queens",,Stefanos Chen
149,https://www.nytimes.com/2020/01/02/us/politics/julian-castro-dropping-out.html,2020-01-02T14:03:01+0000,article,Politics,U.S.,News,Julián Castro Ends Presidential Run: ‘It Simply Isn’t Our Time’,"Castro Ends Campaign for President, Saying It ‘Simply Isn’t Our Time’",Jennifer Medina and Matt Stevens
150,https://www.nytimes.com/2020/01/02/realestate/wheres-the-best-place-to-buy-a-winter-vacation-rental.html,2020-01-02T14:30:04+0000,article,RealEstate,Real Estate,News,Where’s the Best Place to Buy a Winter Vacation Rental?,Good Bets for Seasonal Landlords,Michael Kolomatsky
151,https://www.nytimes.com/2020/01/02/world/australia/fires.html,2020-01-02T14:31:08+0000,article,Foreign,World,News,‘It’s Going to Be a Blast Furnace’: Australia Fires Intensify,"Ablaze, Southeast Australia Faces Even Worse: ‘A Blast Furnace’","Livia Albeck-Ripka, Jamie Tarabay and Richard Pérez-Peña"
152,https://www.nytimes.com/2020/01/02/theater/west-side-story-confidential.html,2020-01-02T15:00:11+0000,article,Arts&Leisure,Theater,News,‘West Side Story’: How We Covered the Classic N.Y.C. Musical,‘West Side Story’ Confidential,Jennifer Schuessler
153,https://www.nytimes.com/2020/01/02/movies/oscars-2020-critics.html,2020-01-02T15:00:11+0000,article,Arts&Leisure,Movies,News,Will the Oscars Get as Nostalgic as Hollywood Did in 2019?,The Pros and Cons of Nostalgia,Manohla Dargis and A.O. Scott
154,https://www.nytimes.com/2020/01/02/movies/waves-queen-and-slim.html,2020-01-02T15:00:12+0000,article,Arts&Leisure,Movies,News,You Will Soon Know These Names: Taylor Russell and Jodie Turner-Smith,Reflections of Two Breakout Artists,Cara Buckley
155,https://www.nytimes.com/2020/01/02/movies/joaquin-phoenix-face.html,2020-01-02T15:00:29+0000,article,Arts&Leisure,Movies,News,Joaquin Phoenix: His Talent Is His Face,A Face for Film,Nathan Gelgud
156,https://www.nytimes.com/2020/01/02/opinion/joe-biden-2020-republicans.html,2020-01-02T15:06:09+0000,article,OpEd,Opinion,Op-Ed,Biden Is Smart to Talk About a Republican V.P.,,David Leonhardt
157,https://www.nytimes.com/2020/01/02/arts/design/Charles-Ray-Bertoldo-de-Giovanni-bronzes.html,2020-01-02T16:04:10+0000,article,Weekend,Arts,Review,"In the Swim of Digital Images, There’s Nothing Boring About Sculpture",Now’s the Time to Stand Up for Sculpture,Jason Farago
158,https://www.nytimes.com/2020/01/02/world/middleeast/netanyahu-indictment-court.html,2020-01-02T16:07:16+0000,article,Foreign,World,News,Israeli Supreme Court Removes an Obstacle for Netanyahu,Israel’s Supreme Court Decides Not to Decide Yet,Isabel Kershner
159,https://www.nytimes.com/2020/01/02/sports/hockey/nhl-takeaways-december.html,2020-01-02T16:08:35+0000,article,Sports,Sports,News,N.H.L. Takeaways at the Season’s Midpoint,Assessing the Season as It Crosses Center Ice,Andrew Knoll
160,https://www.nytimes.com/2020/01/02/arts/television/new-to-stream-netflix.html,2020-01-02T17:06:45+0000,article,Culture,Arts,News,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in January",,Eleanor Stanford
161,https://www.nytimes.com/2020/01/02/theater/death-of-a-salesman-review-wendell-pierce.html,2020-01-02T17:13:23+0000,article,Culture,Theater,Review,Review: Arthur Miller’s Dying ‘Salesman’ Is Reborn in London,"The American Dream, Eternally Denied",Ben Brantley
162,https://www.nytimes.com/interactive/2019/travel/sustainable-travel-guide.html,2020-01-02T17:22:25+0000,multimedia,Travel,Travel,Interactive Feature,Be a More Sustainable Traveler,,Livia Albeck-Ripka
163,https://www.nytimes.com/2020/01/02/t-magazine/ogata-paris.html,2020-01-02T17:27:18+0000,article,TStyle,T Magazine,News,"The Best of Japanese Dining and Design, Under One Parisian Roof","Dinning and Design: Japan, by Way of Paris",Thomas Chatterton Williams
164,https://www.nytimes.com/2020/01/02/opinion/letters/alcoholics-anonymous-women.html,2020-01-02T17:34:10+0000,article,Letters,Opinion,Letter,"Compassion, Not Patriarchy, at A.A. Meetings","Compassion, Not Patriarchy, at A.A.",
165,https://www.nytimes.com/2020/01/02/technology/oyo-softbank-india.html,2020-01-02T17:38:16+0000,article,Business,Technology,News,At SoftBank’s Jewel in India: ‘Toxic’ Culture and Troubling Incidents,India’s Oyo May Become A Black Eye For SoftBank,Vindu Goel and Karan Deep Singh
166,https://www.nytimes.com/2020/01/02/books/review/9-new-books-we-recommend-this-week.html,2020-01-02T18:00:11+0000,article,BookReview,Books,List,9 New Books We Recommend This Week,Staff Picks From the Book Review,
167,https://www.nytimes.com/2020/01/02/magazine/afghan-war-casualty-report-january-2020.html,2020-01-02T18:00:57+0000,article,Magazine,Magazine,News,Afghan War Casualty Report: January 2020,,Fahim Abed and Fatima Faizi
168,https://www.nytimes.com/2020/01/02/movies/taron-egerton-rocketman-oscars.html,2020-01-02T18:20:10+0000,article,Weekend,Movies,News,Taron Egerton Tries to Keep ‘Rocketman’ Performance in Orbit,Keeping ‘Rocketman’ in the Race,Brooks Barnes
169,https://www.nytimes.com/2020/01/02/business/media/richard-plepler-apple.html,2020-01-02T18:45:08+0000,article,Business,Business Day,News,Apple Deal Returns Former HBO Boss Richard Plepler to Spotlight,"After HBO, A Fresh Start With Apple",John Koblin
170,https://www.nytimes.com/2020/01/02/us/tumbleweeds-washington-state.html,2020-01-02T18:49:51+0000,article,Express,U.S.,News,"Storm of Tumbleweeds Buries Cars, Terrifies Drivers and Astounds Police",30-Foot Drift of Tumbleweeds Buries Motorists on the Highway,Maria Cramer
171,https://www.nytimes.com/slideshow/2020/01/02/dining/yafa-cafe-brooklyn.html,2020-01-02T18:53:27+0000,multimedia,Food,Food,Slideshow,A Cafe Navigating Two Worlds,,
172,https://www.nytimes.com/2020/01/02/dining/yafa-cafe-review-sunset-park.html,2020-01-02T18:54:30+0000,article,Dining,Food,Review,Where Avocado Toast Shares a Menu With Yemeni Favorites,"Avocado Toast, Along With Yemeni Favorites",Ligaya Mishan
173,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-fundraising.html,2020-01-02T19:04:20+0000,article,Politics,U.S.,News,Joe Biden Says He Raised $22.7 Million in the Fourth Quarter,,Thomas Kaplan
174,https://www.nytimes.com/2020/01/02/style/modern-love-podcast-judd-apatow.html,2020-01-02T19:11:03+0000,article,Styles,Style,News,"Modern Love Podcast: Judd Apatow Reads ‘At the Hospital, an Interlude of Clarity’",,
175,https://www.nytimes.com/2020/01/02/health/flavor-ban-e-cigarettes.html,2020-01-02T19:29:29+0000,article,Science,Health,News,"With Partial Flavor Ban, Trump Splits the Difference on Vaping",Balancing Act On Path to Ban Vaping Flavors,"Abby Goodnough, Maggie Haberman and Sheila Kaplan"
176,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-movie.html,2020-01-02T19:45:46+0000,article,Business,Business Day,News,"Carlos Ghosn Flirted With Hollywood, Then Delivered a Plot Twist",Ghosn Pitched To Hollywood Before Escape,Ben Dooley
177,https://www.nytimes.com/2020/01/02/opinion/letters/biden-trump-impeachment.html,2020-01-02T19:48:13+0000,article,Letters,Opinion,Letter,"Joe Biden, Demand That You Testify","Joe Biden, Demand That You Testify",
178,https://www.nytimes.com/2020/01/02/briefing/australia-fires-oyo-martin-scorsese.html,2020-01-02T19:54:50+0000,article,NYTNow,Briefing,briefing,"Australia Fires, Oyo, Martin Scorsese: Your Friday Briefing",,Melina Delkic
179,https://www.nytimes.com/2020/01/02/business/gut-feelings-are-driving-the-markets.html,2020-01-02T19:58:26+0000,article,SundayBusiness,Business Day,News,‘Gut Feelings’ Are Driving the Markets,Trust Your Gut? Use Your Head,Robert J. Shiller
180,https://www.nytimes.com/2020/01/02/movies/women-directors-hollywood.html,2020-01-02T20:00:06+0000,article,Weekend,Movies,News,"More Women Than Ever Are Directing Major Films, Study Says",Female Directors Make Inroads in Study,Cara Buckley
181,https://www.nytimes.com/2020/01/02/world/europe/keir-starmer-labour-leader.html,2020-01-02T20:06:48+0000,article,Foreign,World,News,A ‘Sir’ With Blue-Collar Roots: Britain’s Labour Race Has an Unlikely Leader,Unlikely Favorite to Win Top Labour Post: A Knighted Oxford Alumnus,Mark Landler
182,https://www.nytimes.com/2020/01/02/world/middleeast/iraq-embassy-attack.html,2020-01-02T20:21:24+0000,article,Washington,World,News,"After Embassy Attack, U.S. Is Prepared to Pre-emptively Strike Militias in Iraq",U.S. Warns Of Airstrikes If Attacked In Iraq Again,Thomas Gibbons-Neff
183,https://www.nytimes.com/2020/01/02/us/christianity-today-mark-galli-evangelicals.html,2020-01-02T20:21:45+0000,article,National,U.S.,News,Christianity Today Editor Laments ‘Ethical Naïveté’ of Trump Backers,Editor of Christianity Today Laments ‘Ethical Naïveté’ of Trump Supporters,Nicholas Bogel-Burroughs
184,https://www.nytimes.com/2020/01/02/arts/design/artforum-lawsuit-knight-landesman.html,2020-01-02T20:27:59+0000,article,Culture,Arts,News,"Suit Against Artforum Can Proceed, but Not Claims Naming Publisher",Suit Can Proceed Against Art Magazine,Nancy Coleman
185,https://www.nytimes.com/2020/01/02/sports/baseball/domingo-german-suspension.html,2020-01-02T20:31:25+0000,article,Sports,Sports,News,Yankees’ Domingo German Suspended 81 Games for Domestic Violence,German Suspended Through 63 Games,Tyler Kepner
186,https://www.nytimes.com/2020/01/02/world/asia/india-protests-police-muslims.html,2020-01-02T20:51:23+0000,article,Foreign,World,News,"As India Violence Gets Worse, Police Are Accused of Abusing Muslims",Police Are Accused of Abusing Muslims as Demonstrations Sweep India,Kai Schultz and Sameer Yasir
187,https://www.nytimes.com/2020/01/02/us/texas-infant-life-support.html,2020-01-02T21:26:33+0000,article,Express,U.S.,News,Texas Judge Rules That Hospital Can Take Baby Off Life Support,Judge Says Baby Can Be Taken Off Life Support,Karen Zraick
188,https://www.nytimes.com/2020/01/02/learning/whats-going-on-in-this-graph-internet-privacy-policies.html,2020-01-02T21:29:46+0000,article,Learning,The Learning Network,News,What’s Going On in This Graph? | Internet Privacy Policies,,The Learning Network
189,https://www.nytimes.com/2020/01/02/theater/thin-place-occult.html,2020-01-02T21:30:32+0000,article,Culture,Theater,Review,A Séance Relies on Illusion. So Does Theater.,"Séance and Theater, Making Believers",Alexis Soloski
190,https://www.nytimes.com/2020/01/02/us/Michael-Egwuagu-confession-doorbell-camera.html,2020-01-02T21:37:12+0000,article,Express,U.S.,News,Man Captured on Doorbell Camera Footage Confessing to Murder,Front-Door Camera at Victim’s House Captures a Grinning Man’s Confession,Jacey Fortin
191,https://www.nytimes.com/2020/01/02/learning/teenagers-in-the-times-december-2019.html,2020-01-02T21:43:19+0000,article,Learning,The Learning Network,News,Teenagers in The Times: December 2019,,The Learning Network
192,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-comedy.html,2020-01-02T22:00:04+0000,article,Weekend,Arts,News,5 Comedy Shows to Catch in N.Y.C. This Weekend,Comedy,Sean L. McCarthy
197,https://www.nytimes.com/2020/01/02/arts/design/nyc-this-weekend-art-and-museums.html,2020-01-02T22:00:05+0000,article,Weekend,Arts,News,18 Art Exhibitions to View in N.Y.C. This Weekend,Art,
196,https://www.nytimes.com/2020/01/02/arts/dance/nyc-this-weekend-dance.html,2020-01-02T22:00:05+0000,article,Weekend,Arts,News,6 Dance Performances to See in N.Y.C. This Weekend,Dance,Brian Schaefer
193,https://www.nytimes.com/2020/01/02/movies/nyc-this-weekend-film-series.html,2020-01-02T22:00:05+0000,article,Weekend,Movies,News,3 Film Series to Catch in N.Y.C. This Weekend,Film Series,Ben Kenigsberg
194,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-childrens-events.html,2020-01-02T22:00:05+0000,article,Weekend,Arts,News,8 Things to Do With Your Kids in N.Y.C. This Weekend,For Children,Laurel Graeber
195,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york-classical.html,2020-01-02T22:00:05+0000,article,Weekend,Arts,News,5 Classical Music Concerts to See in N.Y.C. This Weekend,Classical,David Allen
198,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york.html,2020-01-02T22:00:06+0000,article,Weekend,Arts,News,"12 Pop, Rock and Jazz Concerts to Check Out in N.Y.C. This Weekend",Music,
199,https://www.nytimes.com/2020/01/02/theater/nyc-this-weekend-theater.html,2020-01-02T22:00:07+0000,article,Weekend,Theater,News,17 Plays and Musicals to Go to in N.Y.C. This Weekend,Theater,Alexis Soloski
200,https://www.nytimes.com/2020/01/02/arts/design/rachel-feinstein-jewish-museum.html,2020-01-02T22:09:19+0000,article,Weekend,Arts,News,Rachel Feinstein Unveils the Darker Side of Fantasyland,Asleep No More,Ruth La Ferla
201,https://www.nytimes.com/interactive/2020/01/02/learning/editorial-cartoon-contest-2019.html,2020-01-02T22:14:35+0000,multimedia,The Learning Network,The Learning Network,Interactive Feature,Student Winners From Our 2019 Editorial Cartoon Contest,,
202,https://www.nytimes.com/2020/01/02/arts/television/anne-green-gables-netflix-brockmire.html,2020-01-02T22:23:21+0000,article,Weekend,Arts,News,How Much Watching Time Do You Have This Weekend?,This Weekend I Have …,Margaret Lyons
203,https://www.nytimes.com/2020/01/02/world/africa/egypt-video-assault.html,2020-01-02T22:33:01+0000,article,Express,World,News,Video Showing Sexual Assault by Mob in Egypt Draws Outrage,Video of Assault in Egypt Stirs Outrage,Mihir Zaveri and Michael Levenson
204,https://www.nytimes.com/2020/01/02/nyregion/best-subway-seat.html,2020-01-02T22:44:38+0000,article,Metro,New York,News,Which Subway Seat Is Best? Your Answer Is Obviously Wrong,"The Best Subway Seat? 8 Million New Yorkers and 5 Choices, All Wrong",Emma G. Fitzsimmons
205,https://www.nytimes.com/2020/01/02/opinion/climate-change-deniers.html,2020-01-02T22:45:03+0000,article,OpEd,Opinion,Op-Ed,So You Want to Convince a Climate Change Skeptic,,Spencer Bokat-Lindell
206,https://www.nytimes.com/2020/01/02/sports/baseball/don-larsen.html,2020-01-02T22:53:53+0000,article,Sports,Sports,News,Don Larsen Became an Unlikely Legend in 9 Perfect Innings,Forever Perfect,Tyler Kepner
207,https://www.nytimes.com/2020/01/02/sports/soccer/mario-balotelli-brescia.html,2020-01-02T22:55:50+0000,article,Sports,Sports,News,Mario Balotelli’s Italian Homecoming,An Italian Star’s Uneasy Homecoming,Rory Smith
208,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-marc-stein.html,2020-01-02T22:59:18+0000,article,Sports,Sports,News,Many Felt David Stern’s Wrath. He’ll Be Missed Anyway.,Compassionate Dictator Will Be Sorely Missed,Marc Stein
209,https://www.nytimes.com/2020/01/02/briefing/iraq-carlos-ghosn-tumbleweeds.html,2020-01-02T23:01:39+0000,article,NYTNow,Briefing,briefing,"Iraq, Carlos Ghosn, Tumbleweeds: Your Thursday Evening Briefing",,Remy Tumin and Marcus Payadue
210,https://www.nytimes.com/2020/01/02/arts/things-to-do-in-nyc-this-january.html,2020-01-02T23:15:47+0000,article,Weekend,Arts,News,Things to Do in N.Y.C. This January,"So Much to See, on Stages and Screens",Nicole Herrington
211,https://www.nytimes.com/2020/01/02/opinion/2020s-decade.html,2020-01-02T23:45:06+0000,article,OpEd,Opinion,Op-Ed,A Ridiculously Optimistic History of the Next Decade,An Optimistic History of the Next Decade,David Brooks
212,https://www.nytimes.com/2020/01/02/opinion/climate-change-australia.html,2020-01-02T23:45:07+0000,article,OpEd,Opinion,Op-Ed,Apocalypse Becomes the New Normal,Apocalypse Becomes the New Normal,Paul Krugman
213,https://www.nytimes.com/2020/01/02/us/politics/on-politics-2020-prediction.html,2020-01-02T23:49:45+0000,article,Politics,U.S.,News,The Only Safe Bet in 2020,,Lisa Lerer
214,https://www.nytimes.com/2020/01/02/us/politics/republicans-abortion-supreme-court.html,2020-01-03T00:09:49+0000,article,Washington,U.S.,News,More Than 200 Republicans Urge Supreme Court to Weigh Overturning Roe v. Wade,Republicans Back Overturning Roe v. Wade,Sheryl Gay Stolberg
215,https://www.nytimes.com/interactive/2020/01/02/climate/australia-fires-map.html,2020-01-03T00:19:26+0000,multimedia,Climate,Climate,Interactive Feature,Here’s Where Australia’s Destructive Wildfires Are Burning,,"Nadja Popovich, Denise Lu and Blacki Migliozzi"
216,https://www.nytimes.com/2020/01/02/us/politics/q4-democratic-trump-fundraising.html,2020-01-03T00:19:35+0000,article,Politics,U.S.,News,Cash-Rich Democrats Brace for Long Fight as Trump Hoards Money,Dollars Pour In. Now Democrats Will Slug It Out.,Shane Goldmacher and Thomas Kaplan
217,https://www.nytimes.com/2020/01/02/opinion/dna-test-privacy-children.html,2020-01-03T00:23:47+0000,article,OpEd,Opinion,Op-Ed,Why Are You Publicly Sharing Your Child’s DNA Information?,Hold On to Your Child’s DNA Data,Nila Bala
218,https://www.nytimes.com/2020/01/02/nyregion/tessa-majors-suspect-barnard-stabbing.html,2020-01-03T00:24:51+0000,article,Metro,New York,News,Tessa Majors Murder: 13-Year-Old Suspect Must Remain in Custody,A 13-Year-Old Suspect In a Student’s Murder Will Remain in Custody,Edgar Sandoval
219,https://www.nytimes.com/2020/01/02/nyregion/monsey-hanukkah-stabbing-grafton-thomas.html,2020-01-03T00:42:50+0000,article,Metro,New York,News,Suspect in Anti-Semitic Rampage in Monsey Is Eyed in Earlier Attack,Police Looking at Links to Earlier Anti-Semitic Attack,Michael Gold and Nicholas Bogel-Burroughs
220,https://www.nytimes.com/2020/01/02/world/middleeast/qassem-soleimani-iraq-iran-attack.html,2020-01-03T01:02:54+0000,article,Washington,World,News,"U.S. Strike in Iraq Kills Qassim Suleimani, Commander of Iranian Forces",U.S. Strike in Iraq Kills Commander Of Iranian Force,"Michael Crowley, Falih Hassan and Eric Schmitt"
221,https://www.nytimes.com/2020/01/02/opinion/julian-castro-2020.html,2020-01-03T01:21:39+0000,article,OpEd,Opinion,Op-Ed,Julián Castro Is Worth More Out of the Presidential Race Than He Was in It,Julián Castro Is Worth More Out of the Race Than In,Liz Mair
222,https://www.nytimes.com/2020/01/02/us/marines-bases-concealed-carry.html,2020-01-03T02:33:42+0000,article,Express,U.S.,News,Military Police Can Now Carry Personal Firearms on Marine Corps Bases,Military Police Can Carry Firearms on Marine Bases,Neil Vigdor
223,https://www.nytimes.com/2020/01/02/crosswords/daily-puzzle-2020-01-03.html,2020-01-03T03:00:06+0000,article,Games,Crosswords & Games,News,Lead-In to Some Important Articles,,Deb Amlen
224,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-culture-video.html,2020-01-03T03:09:56+0000,article,Politics,U.S.,News,Biden Warns About Disinformation After Misleading Video,Biden Warns Fellow Candidates of Disinformation in 2020 ‘Mosh Pit’,Katie Glueck
225,https://www.nytimes.com/2020/01/02/todayspaper/quotation-of-the-day-police-are-accused-of-abusing-muslims-as-demonstrations-sweep-india.html,2020-01-03T03:55:18+0000,article,Summary,Today’s Paper,Quote,Quotation of the Day: Police Are Accused of Abusing Muslims as Demonstrations Sweep India,Quote of the Day,
