,web_url,pub_date,document_type,news_desk,section_name,type_of_material,main_headline,print_headline,by
343,https://www.nytimes.com/2020/01/03/science/tyrannosaurus-rex-teenager.html,2020-01-03T19:14:25+0000,article,Science,Science,News,Beware Tyrannosaurus Rex Teenagers and Their Growth Spurts,Terrible Teens: When the T. Rex Was A Juvenile Delinquent,Cara Giaimo
344,https://www.nytimes.com/2020/01/03/world/europe/migrant-boats-uk.html,2020-01-03T19:19:31+0000,article,Foreign,World,News,Migrants Crossing the English Channel to the U.K. Increased Sixfold in 2019,Migrants’ Perilous Crossings of Channel to England Increased Sharply in 2019,Megan Specia
345,https://www.nytimes.com/2020/01/03/business/economy/fed-rates-inflation.html,2020-01-03T19:26:40+0000,article,Washington,Business Day,News,"Fed Signaled Patience as Risks Calmed, but Low Inflation Remains a Concern","After a Year With 3 Cuts, The Fed Says Wait and See",Jeanna Smialek
346,https://www.nytimes.com/2020/01/03/dining/spinach-soup-recipe.html,2020-01-03T19:30:55+0000,article,Dining,Food,News,This Soup Has Salad Aspirations,A Splash of Greens for Gray Winter Days,Melissa Clark
347,https://www.nytimes.com/2020/01/03/books/review/sean-adams-heap.html,2020-01-03T19:33:49+0000,article,BookReview,Books,Review,A 500-Story Tower Has Collapsed. Can Humanity Be Rescued From the Rubble?,Reduced to Rubble,Wil Medearis
348,https://www.nytimes.com/2020/01/03/world/americas/venezuela-nelson-sandoval.html,2020-01-03T19:43:51+0000,article,Foreign,World,News,Do-gooder or ‘Devil’? A Friar’s Work Divides a Venezuelan Village,Do-Gooder or the Devil? A Friar’s Work Divides a Venezuelan Village,Anatoly Kurmanaev
349,https://www.nytimes.com/2020/01/03/business/manufacturing-trump-trade-war.html,2020-01-03T19:43:58+0000,article,Washington,Business Day,News,U.S. Manufacturing Slumps as Trade War Damage Lingers,Manufacturing Has Slumped To Decade Low,Ana Swanson and Jeanna Smialek
350,https://www.nytimes.com/2020/01/03/upshot/democrats-obamacare-supreme-court.html,2020-01-03T19:44:15+0000,article,Upshot,The Upshot,News,Democrats Ask Supreme Court for Quick Decision on Obamacare,Democrats Ask Justices for Quick Ruling on A.C.A.,Margot Sanger-Katz
351,https://www.nytimes.com/2020/01/03/opinion/iran-soleimani-revolutionary-guard.html,2020-01-03T19:52:43+0000,article,OpEd,Opinion,Op-Ed,Suleimani’s Death Changes Nothing for Iran,,Narges Bajoghli
352,https://www.nytimes.com/2020/01/03/books/review/podcast-medieval-bodies-jack-hartnell-matt-dorfman.html,2020-01-03T20:10:24+0000,article,Books,Books,News,Medicine in the Middle Ages,,
353,https://www.nytimes.com/2020/01/03/world/middleeast/iraq-iran-airstrike-al-muhandis.html,2020-01-03T20:11:39+0000,article,Foreign,World,News,Airstrike That Killed Suleimani Also Killed Powerful Iraqi Militia Leader,Prominent Iraqi Killed in Airstrike Was Enemy of Both ISIS and the U.S.,Alan Yuhas
354,https://www.nytimes.com/2020/01/03/world/canada/Bilefsky-profiles-decade.html,2020-01-03T20:20:31+0000,article,Foreign,World,News,"A Hit Man, a Detective Novelist and a Woman Who Fell From the Sky",,
355,https://www.nytimes.com/2020/01/03/world/middleeast/us-iran-war.html,2020-01-03T20:22:03+0000,article,Foreign,World,News,Is There a Risk of Wider War With Iran?,Is There a Chance Of a Wider War?,Max Fisher
356,https://www.nytimes.com/2020/01/03/sports/football/sam-wyche-dead.html,2020-01-03T20:22:03+0000,article,Obits,Sports,Obituary (Obit),"Sam Wyche, Who Led Cincinnati to the Super Bowl, Dies at 74","Sam Wyche, 74, Who Led Cincinnati to Super Bowl",Ken Belson
357,https://www.nytimes.com/slideshow/2020/01/03/fashion/new-years-eve-at-the-metropolitan-opera.html,2020-01-03T20:30:05+0000,multimedia,Fashion & Style,Fashion & Style,Slideshow,New Year’s Eve at the Metropolitan Opera,,Denny Lee
358,https://www.nytimes.com/2020/01/03/style/divas-and-debutantes.html,2020-01-03T20:31:08+0000,article,Styles,Style,News,Divas and Debutantes,Debutantes And Divas,Denny Lee
359,https://www.nytimes.com/2020/01/03/us/military-draft-world-war-3.html,2020-01-03T20:31:34+0000,article,National,U.S.,News,Will There Be a Draft? Young People Worry After Military Strike,,Sarah Mervosh
360,https://www.nytimes.com/2020/01/03/us/politics/trump-impeachment-senate-trial.html,2020-01-03T20:40:41+0000,article,Washington,U.S.,News,"Impeachment Impasse Deepens in Senate, Leaving Trump’s Trial in Doubt",No Progress on Rules for an Impeachment Trial,Nicholas Fandos
361,https://www.nytimes.com/2020/01/03/movies/golden-globes-2020-date.html,2020-01-03T20:50:11+0000,article,Culture,Movies,News,How to Watch the Golden Globes on Sunday,,Stephanie Goodman
362,https://www.nytimes.com/2020/01/03/sports/football/did-jason-garrett-get-fired.html,2020-01-03T21:03:56+0000,article,Sports,Sports,News,Jason Garrett Is Fired by Cowboys After Week of Uncertainty,"After Uneven Season, Cowboys’ Coach Seems to Have Run Out of Time",Victor Mather
363,https://www.nytimes.com/2020/01/03/opinion/letters/klobuchar-presidency.html,2020-01-03T21:10:41+0000,article,Letters,Opinion,Letter,Amy Klobuchar’s ‘Doggedness and Diligence’,Amy Klobuchar’s ‘Doggedness and Diligence’,
364,https://www.nytimes.com/interactive/2020/01/03/climate/australia-fires-air.html,2020-01-03T21:16:37+0000,multimedia,Climate,Climate,Interactive Feature,Millions of Australians Are Choking on Smoke From Wildfires,,Nadja Popovich
365,https://www.nytimes.com/2020/01/03/opinion/letters/iran-united-states-conflict.html,2020-01-03T21:18:39+0000,article,Letters,Opinion,Letter,Fears of War After Killing of Iranian General,Fears of War After Killing of Iranian,
366,https://www.nytimes.com/2020/01/03/us/politics/phil-roe-retirement-congress.html,2020-01-03T21:33:07+0000,article,Washington,U.S.,News,"Phil Roe, Tennessee Republican, Announces Retirement From Congress",Republican Is the 26th To Step Down In Congress,Emily Cochrane
367,https://www.nytimes.com/2020/01/03/arts/music/jack-sheldon-dead.html,2020-01-03T21:50:00+0000,article,Obits,Arts,Obituary (Obit),"Jack Sheldon, Trumpeter and ‘Schoolhouse Rock!’ Singer, Is Dead at 88","Jack Sheldon, 88, Big Band Trumpeter And ‘Schoolhouse Rock!’ Singer, Is Dead",Peter Keepnews
368,https://www.nytimes.com/2020/01/03/reader-center/australia-wildfires-evacuation.html,2020-01-03T21:52:32+0000,article,NewsDesk,Reader Center,News,How Have Australia’s Wildfires Affected You?,,The New York Times
369,https://www.nytimes.com/2020/01/03/climate/trump-nepa-climate-change.html,2020-01-03T22:11:22+0000,article,Climate,Climate,News,Trump Rule Would Exclude Climate Change in Infrastructure Planning,Trump Moves to Weaken Environmental Shield,Lisa Friedman
370,https://www.nytimes.com/2020/01/03/theater/new-york-musical-festival-ending.html,2020-01-03T22:19:52+0000,article,Culture,Theater,News,Curtain Goes Down on New York Musical Festival,Curtain Drops On Musical Festival,Nancy Coleman
371,https://www.nytimes.com/2020/01/03/arts/music/harry-kupfer-dead.html,2020-01-03T22:37:17+0000,article,Obits,Arts,Obituary (Obit),"Harry Kupfer, Director and ‘Opera King of Berlin,’ Dies at 84","Harry Kupfer, 84, ‘Opera King of Berlin’ Who Updated Wagner, Dies",Michael Cooper
372,https://www.nytimes.com/2020/01/03/briefing/qassem-soleimani-methodist-church-oscars.html,2020-01-03T22:53:52+0000,article,NYTNow,Briefing,briefing,"Iraq, Methodist Church, Oscars: Your Friday Evening Briefing",,Remy Tumin and Marcus Payadue
373,https://www.nytimes.com/2020/01/03/us/politics/dnc-debate-polls.html,2020-01-03T23:00:17+0000,article,Politics,U.S.,News,D.N.C. Tells Pollsters to Do More Polls,,Reid J. Epstein
374,https://www.nytimes.com/2020/01/03/business/carlos-ghosn-lebanon.html,2020-01-03T23:02:38+0000,article,Business,Business Day,News,"Carlos Ghosn, at Home but Waiting for the Next Move",Lebanon Stuck In a Tricky Spot As Ghosn Waits,Vivian Yee and Hwaida Saad
375,https://www.nytimes.com/2020/01/03/sports/basketball/giannis-antetokounmpo-milwaukee-bucks.html,2020-01-03T23:03:02+0000,article,Sports,Sports,News,Believe in Giannis Antetokounmpo. But the Milwaukee Bucks?,"Fret Not, Bucks and Nuggets Fans, You’ll Thank Me Later",Sopan Deb
376,https://www.nytimes.com/2020/01/03/nyregion/stolen-ebikes-food-delivery.html,2020-01-03T23:31:13+0000,article,Metro,New York,News,They Once Were Attacked for Their Cash. Now It’s Their E-Bikes.,"Electric Bike Thefts Threaten Livelihoods, and the Lives, of Food Deliverers",Sarah Maslin Nir and Jeffrey E. Singer
377,https://www.nytimes.com/2020/01/03/science/dr-heather-ashton-dead.html,2020-01-03T23:46:50+0000,article,Obits,Science,Obituary (Obit),"Dr. Heather Ashton, 90, Dies; Helped People Quit Anxiety Drugs","Heather Ashton, 90; Helped People Quit Drugs",Knvul Sheikh
378,https://www.nytimes.com/2020/01/03/us/militia-border-migrants-guilty.html,2020-01-03T23:52:23+0000,article,Express,U.S.,News,Leader of Right-Wing Border Militia Pleads Guilty to Federal Gun Charge,Leader of Right-Wing Border Militia Pleads Guilty to Gun Charge,Aimee Ortiz
379,https://www.nytimes.com/2020/01/03/world/middleeast/us-iraq.html,2020-01-04T00:04:48+0000,article,Foreign,World,News,A Shocked Iraq Reconsiders Its Relationship With the U.S.,‘An Outrageous Breach’: Iraq Reconsiders U.S. Relationship,"Falih Hassan, Tim Arango and Alissa J. Rubin"
380,https://www.nytimes.com/2020/01/03/us/politics/homeland-security-iran-threat.html,2020-01-04T00:17:55+0000,article,Washington,U.S.,News,"Homeland Security Sees ‘No Specific, Credible Threat’ From Iran, but Warns of Cyberattacks","‘No Specific’ Threats, but Officials Remain Wary of Cyberattacks",Zolan Kanno-Youngs
381,https://www.nytimes.com/2020/01/03/us/politics/trump-housing-segregation.html,2020-01-04T00:32:21+0000,article,Washington,U.S.,News,Trump Pulls Back Efforts to Enforce Housing Desegregation,Trump Pares Back Efforts To Desegregate Housing,Lola Fadulu
382,https://www.nytimes.com/2020/01/03/us/politics/trump-ukraine-military-aid.html,2020-01-04T00:40:04+0000,article,Washington,U.S.,News,White House Withholds 20 Emails Between Two Trump Aides on Ukraine Aid,White House Refuses to Release 20 Emails About Ukraine Aid Freeze,Charlie Savage and Eric Lipton
383,https://www.nytimes.com/2020/01/03/opinion/iran-airstrike.html,2020-01-04T00:41:39+0000,article,OpEd,Opinion,Op-Ed,Suleimani Died as He Had Killed,He Died as He Had Killed,Bret Stephens
384,https://www.nytimes.com/2020/01/03/opinion/iran-trump-suleimani.html,2020-01-04T00:49:20+0000,article,Editorial,Opinion,Editorial,‘The Game Has Changed’,‘The Game Has Changed’,The Editorial Board
385,https://www.nytimes.com/2020/01/03/us/california-democratic-party-settlement-lawsuit.html,2020-01-04T01:02:45+0000,article,National,U.S.,News,California Democratic Party Settles Sexual Misconduct Lawsuits,California Democratic Party Settles Misconduct Suits,Nicholas Bogel-Burroughs
386,https://www.nytimes.com/2020/01/03/us/politics/trump-miami-rally-evangelicals.html,2020-01-04T01:08:49+0000,article,Politics,U.S.,News,"In Miami Speech, Trump Tells Evangelical Base: God Is ‘on Our Side’",Trump Tells Evangelical Base: God Is ‘on Our Side’,Jennifer Medina and Maggie Haberman
387,https://www.nytimes.com/2020/01/03/crosswords/daily-puzzle-2020-01-04.html,2020-01-04T02:40:03+0000,article,Games,Crosswords & Games,News,Hung (Over),,Caitlin Lovinger
388,https://www.nytimes.com/2020/01/03/world/australia/fires.html,2020-01-04T02:45:33+0000,article,Foreign,World,News,Australia Fires Keep Spreading as Military Reservists Called Up,,"Livia Albeck-Ripka, Jamie Tarabay and Isabella Kwai"
389,https://www.nytimes.com/2020/01/03/us/politics/pence-iran-factcheck.html,2020-01-04T03:13:55+0000,article,Washington,U.S.,News,Pence Links Suleimani to 9/11. The Public Record Doesn’t Back Him.,,Zach Montague
390,https://www.nytimes.com/2020/01/03/opinion/iran-general-soleimani.html,2020-01-04T03:48:28+0000,article,OpEd,Opinion,Op-Ed,Trump Kills Iran’s Most Overrated Warrior,,Thomas L. Friedman
391,https://www.nytimes.com/2020/01/04/todayspaper/quotation-of-the-day-pulling-the-trigger-on-a-target-who-didnt-hide.html,2020-01-04T05:16:34+0000,article,Summary,Today’s Paper,Quote,Quotation of the Day: Pulling the Trigger on a Target Who Didn’t Hide,Quote of the Day,
392,https://www.nytimes.com/2020/01/04/world/middleeast/pompeo-tweet-iraq-video.html,2020-01-04T05:32:12+0000,article,Foreign,World,News,A Video Tweeted by Pompeo Was Authentic. His Description Was Misleading.,,Millie Tran and Falih Hassan
393,https://www.nytimes.com/2020/01/04/arts/television/whats-on-tv-saturday-midsommar-and-dracula.html,2020-01-04T06:00:07+0000,article,Culture,Arts,News,What’s on TV Saturday: ‘Midsommar’ and ‘Dracula’,What’s On Saturday,Sara Aridi
394,https://www.nytimes.com/2020/01/04/your-money/investing-private-market-startups.html,2020-01-04T08:00:07+0000,article,Business,Your Money,News,Opening the Door to Unicorns Invites Risk for Average Investors,Will the Door to Unicorns Swing Wider?,Tara Siegel Bernard
395,https://www.nytimes.com/2020/01/04/business/auto-sales-price.html,2020-01-04T08:00:08+0000,article,Business,Business Day,News,"Low Rates, Cheap Gas and Deeper Debt Sustain Car Buying Boom",Car Sales Buoyed as Buyers Go for Bigger Rides,Neal E. Boudette
396,https://www.nytimes.com/2020/01/04/briefing/11-of-our-best-weekend-reads.html,2020-01-04T08:21:48+0000,article,NewsDesk,Briefing,News,11 of Our Best Weekend Reads,,Kaly Soto
397,https://www.nytimes.com/2020/01/04/world/europe/italy-ilva-arcelormittal-steel.html,2020-01-04T08:31:36+0000,article,Foreign,World,News,Troubles at an Aging Steel Mill Mirror Italy’s Own,‘Everybody Is Scared’: An Aging Mill Mirrors Italy’s Woes,Jason Horowitz
398,https://www.nytimes.com/2020/01/04/us/politics/presidential-election-2020-race.html,2020-01-04T10:00:07+0000,article,Politics,U.S.,News,"New Year, New Energy: This Week in the 2020 Race",,Matt Stevens and Maggie Astor
399,https://www.nytimes.com/2020/01/04/neediest-cases/neediest-cases-homeless-four-children.html,2020-01-04T10:00:09+0000,article,Metro,Neediest Cases,News,Looking Beyond Life in a Homeless Shelter With 4 Children,Looking Beyond Life in a Homeless Shelter With 4 Children,Christopher Mele
400,https://www.nytimes.com/2020/01/04/us/tiktok-pentagon-military-ban.html,2020-01-04T10:00:11+0000,article,Express,U.S.,News,U.S. Military Branches Block Access to TikTok App Amid Pentagon Warning,U.S. Military Branches Block Access to TikTok App,Neil Vigdor
401,https://www.nytimes.com/2020/01/04/reader-center/new-years-times-square-photos.html,2020-01-04T10:00:11+0000,article,Insider,Reader Center,News,3 … 2 … 1. Then Their Real Countdown Began.,"Amid Madness, Everything Clicks",Mark Shimabukuro
402,https://www.nytimes.com/2020/01/04/style/chani-nicholas-astrologer.html,2020-01-04T10:00:11+0000,article,Styles,Style,News,Your Favorite Internet Astrologer Wrote a Book,An Astrologer for the Internet Era,Jazmine Hughes
403,https://www.nytimes.com/2020/01/04/business/sweetgreen-salads.html,2020-01-04T10:00:15+0000,article,SundayBusiness,Business Day,News,"In a Burger World, Can Sweetgreen Scale Up?",Can Sweetgreen Scale Up?,Elizabeth G. Dunn
404,https://www.nytimes.com/2020/01/04/travel/flying-with-pets-gear.html,2020-01-04T10:00:15+0000,article,Travel,Travel,News,6 Must-Haves When Flying With a Cat or Dog,In the Air With Cats And Dogs,Christine Ryan
405,https://www.nytimes.com/2020/01/04/style/self-care/hydrate-hydrate-hydrate.html,2020-01-04T11:00:04+0000,article,Styles,Style,News,Everyone’s Resolution Is to Drink More Water in 2020,When Water Is the Answer to Everything,Catherine LeClair
406,https://www.nytimes.com/2020/01/04/us/ts-eliot-emily-hale-letters.html,2020-01-04T11:00:08+0000,article,Express,U.S.,News,The Love Letters of T.S. Eliot: New Clues Into His Most Mysterious Relationship,The Love Song Of T. S. Eliot,Maria Cramer
407,https://www.nytimes.com/2020/01/04/style/they-all-said-yes.html,2020-01-04T11:00:15+0000,article,Styles,Style,News,They All Said Yes,"Will I Marry You? Yes, but First Let’s Fill In 33 Across",Vincent M. Mallozzi
408,https://www.nytimes.com/2020/01/04/sports/soccer/how-to-buy-say-youll-sell.html,2020-01-04T12:00:03+0000,article,Sports,Sports,News,How to Buy? Say You’ll Sell.,Players On the Rise Stop Briefly At Salzburg,Rory Smith
409,https://www.nytimes.com/2020/01/04/style/january-divorce-month.html,2020-01-04T12:00:09+0000,article,Express,Style,News,‘Divorce Month’ Fact or Fiction: Do More Couples Split in January?,Case for ‘Divorce Month’: Do More Couples Throw In the Towel in January?,Derrick Bryson Taylor
410,https://www.nytimes.com/2020/01/04/world/middleeast/iraq-funeral-general-soleimani-al-muhandis.html,2020-01-04T12:02:03+0000,article,Foreign,World,News,Cries of ‘Revenge Is Coming’ at Funerals for Slain Commanders in Iraq,Cries of ‘Revenge Is Coming’ at Funerals for 2 Slain Commanders,"Alissa J. Rubin, Ben Hubbard and Falih Hassan"
411,https://www.nytimes.com/2020/01/04/well/move/how-to-deal-with-january-crowds-at-the-gym.html,2020-01-04T13:00:07+0000,article,Well,Well,News,How to Deal With January Crowds at the Gym,Here to Help; How to Deal With January Crowds at the Gym,Jen A. Miller
412,https://www.nytimes.com/2020/01/04/world/asia/china-hong-kong-wang-zhimin.html,2020-01-04T13:30:04+0000,article,Foreign,World,News,China Replaces Its Top Representative in Hong Kong With an Enforcer,‘False News’ Comes True as Beijing Replaces Its Top Representative in Hong Kong,Keith Bradsher
413,https://www.nytimes.com/2020/01/04/movies/ricky-gervais-golden-globes-host.html,2020-01-04T14:00:06+0000,article,Culture,Movies,News,"Ricky Gervais at the Golden Globes: Laughs, Gasps and Cringes",,Sara Aridi
414,https://www.nytimes.com/2020/01/04/admin/make-mushroom-bourguignon-this-weekend.html,2020-01-04T14:24:02+0000,article,Dining,Admin,News,Make Mushroom Bourguignon This Weekend,,
415,https://www.nytimes.com/slideshow/2020/01/04/fashion/runway-mens/jordanluca-fall-2020.html,2020-01-04T14:24:20+0000,multimedia,Fashion & Style,Fashion & Style,Slideshow,Jordanluca: Fall 2020,,
416,https://www.nytimes.com/2020/01/04/realestate/does-the-buyer-have-to-pay-if-the-seller-walks-away.html,2020-01-04T15:00:07+0000,article,RealEstate,Real Estate,News,Does the Buyer Have to Pay if the Seller Walks Away?,"If the Seller Walks Away From a Deal, Is the Buyer on the Hook for Any Fees?",Ronda Kaysen
417,https://www.nytimes.com/2020/01/04/world/australia/fires-military.html,2020-01-04T15:24:32+0000,article,Foreign,World,News,‘It’s an Atomic Bomb’: Australia Deploys Military as Fires Spread,‘Atomic Bomb’ Of Fires Sends Nation on Run,"Livia Albeck-Ripka, Isabella Kwai, Thomas Fuller and Jamie Tarabay"
418,https://www.nytimes.com/2020/01/04/opinion/trump-soleimani-strike.html,2020-01-04T16:00:06+0000,article,OpEd,Opinion,Op-Ed,American Foreign Policy Is Broken. Suleimani’s Killing Proves It.,,Jonathan Stevenson
419,https://www.nytimes.com/2020/01/04/us/politics/jared-golden-impeachment-maine.html,2020-01-04T16:02:29+0000,article,Washington,U.S.,News,"With Split Decision on Impeachment, Maine Democrat Risks a Dual Backlash","With Split Vote on Impeachment, Maine Democrat Risks Dual Backlash",Catie Edmondson
420,https://www.nytimes.com/2020/01/04/us/iran-iranians-soleimani-los-angeles.html,2020-01-04T16:07:07+0000,article,National,U.S.,News,Iranians in Los Angeles Shed Few Tears for Suleimani. But What Comes Next?,"Among Iranians in L.A., Few Tears for Suleimani But Concerns Over War",Jose A. Del Real
421,https://www.nytimes.com/slideshow/2020/01/04/fashion/runway-mens/edward-crutchley-fall-2020.html,2020-01-04T16:17:50+0000,multimedia,Fashion & Style,Fashion & Style,Slideshow,Edward Crutchley: Fall 2020,,
422,https://www.nytimes.com/2020/01/04/arts/rod-sean-stewart-nye-battery.html,2020-01-04T16:26:20+0000,article,Express,Arts,News,Rod Stewart and Son Face Battery Charges After New Year’s Eve Altercation,Rod Stewart and Son Face Battery Charges,Derrick Bryson Taylor
423,https://www.nytimes.com/2020/01/04/crosswords/variety-acrostic.html,2020-01-04T16:40:01+0000,article,Games,Crosswords & Games,News,Variety: Acrostic,,Caitlin Lovinger
424,https://www.nytimes.com/2020/01/04/world/middleeast/women-talmud-study.html,2020-01-04T16:56:02+0000,article,Foreign,World,News,"A Revolution in Jewish Learning, With Women Driving Change",An Archaic Jewish Text Attracts a New Audience,Isabel Kershner
425,https://www.nytimes.com/2020/01/04/world/middleeast/qassim-suleimani-deter-iran.html,2020-01-04T17:16:40+0000,article,Foreign,World,News Analysis,"Did the Killing of Qassim Suleimani Deter Iranian Attacks, or Encourage Them?","Will Strike Deter Attacks, Or Lead to Even More?",Amanda Taub
426,https://www.nytimes.com/2020/01/04/us/politics/dennis-prager-university.html,2020-01-04T17:30:48+0000,article,Politics,U.S.,News,"Right-Wing Views for Generation Z, Five Minutes at a Time","It’s a Fox News For Teenagers, In Short Videos",Nellie Bowles
427,https://www.nytimes.com/2020/01/04/world/americas/trump-iran.html,2020-01-04T17:41:48+0000,article,Washington,World,News Analysis,"In Era of Perpetual Conflict, a Volatile President Grabs Expanded Powers to Make War","More Powers, Few Limits And a Volatile President",Mark Mazzetti
428,https://www.nytimes.com/2020/01/04/us/deer-hunter-daughter-shot.html,2020-01-04T18:49:44+0000,article,Express,U.S.,News,"Father and Daughter, Mistaken for Deer, Are Fatally Shot, Officials Say",Hunter Fatally Shoots 2 Mistaken for Deer,Johnny Diaz
429,https://www.nytimes.com/video/world/middleeast/100000006903788/tens-of-thousands-mourn-suleimani.html,2020-01-04T18:59:33+0000,multimedia,,World,Video,Tens of Thousands Mourn Suleimani,,Ainara Tiefenthäler
430,https://www.nytimes.com/2020/01/04/world/middleeast/iran-suleimani-killing.html,2020-01-04T19:28:30+0000,article,Foreign,World,News,Iranians Close Ranks Behind Leaders After U.S. Kills Popular General,"Iran, Divided Politically, Unites In Its Hostility Toward America",Farnaz Fassihi and Richard Pérez-Peña
431,https://www.nytimes.com/2020/01/04/us/fort-bragg-iran-military.html,2020-01-04T19:33:07+0000,article,National,U.S.,News,Tensions Abroad Stir a Whirlwind at Fort Bragg as Soldiers Deploy,"As 3,500 Soldiers Mobilize, a ‘Whirlwind’ Whips Through Fort Bragg",Rick Rojas and Myah Ward
432,https://www.nytimes.com/2020/01/04/us/dartmouth-lawsuit-bucci.html,2020-01-04T19:56:04+0000,article,National,U.S.,News,He Was Accused of Enabling Abuse. Then Came a Downward Spiral.,Lawsuit Leads to a Downward Spiral at Dartmouth,Anemona Hartocollis
433,https://www.nytimes.com/2020/01/04/world/middleeast/conflict-with-iran-threatens-fight-against-isis.html,2020-01-04T20:01:55+0000,article,Foreign,World,News,Conflict With Iran Threatens Fight Against ISIS,"As Tehran and Washington Stare Each Other Down, ISIS Stands to Gain",David D. Kirkpatrick
434,https://www.nytimes.com/slideshow/2020/01/04/fashion/runway-mens/e-tautz-fall-2020.html,2020-01-04T20:11:03+0000,multimedia,Fashion & Style,Fashion & Style,Slideshow,E. Tautz: Fall 2020,,
435,https://www.nytimes.com/2020/01/04/sports/lonzo-ball-lakers-pelicans.html,2020-01-04T20:28:37+0000,article,Sports,Sports,News,"Lonzo Ball Finds His Shot, and a Fresh Start, in New Orleans","Away From Spotlight, Onetime Prodigy Develops His Game",Scott Cacciola
436,https://www.nytimes.com/2020/01/04/opinion/trump-suleimani-iran.html,2020-01-04T20:31:17+0000,article,OpEd,Opinion,Op-Ed,The Dire Consequences of Trump’s Suleimani Decision,The Fallout of Killing Suleimani,Susan E. Rice
437,https://www.nytimes.com/2020/01/04/world/asia/india-protests-modi-citizenship.html,2020-01-04T20:44:52+0000,article,Foreign,World,News,"Muslims Organize Huge Protests Across India, Challenging Modi",Huge Protests in India Keep Steadfast Pressure on Modi,Hari Kumar and Maria Abi-Habib
438,https://www.nytimes.com/2020/01/04/us/politics/white-house-war-powers-resolution.html,2020-01-04T21:02:17+0000,article,Washington,U.S.,News,White House Notifies Congress of Suleimani Strike Under War Powers Act,White House Notifies Congress of Deadly Drone Strike Under War Powers Act,Maggie Haberman and Catie Edmondson
439,https://www.nytimes.com/2020/01/04/opinion/impeachment-witnesses.html,2020-01-04T21:51:07+0000,article,Editorial,Opinion,Editorial,"Mr. McConnell, It’s Time to Hear From John Bolton",The Evidence Gets Worse for Mr. Trump,The Editorial Board
440,https://www.nytimes.com/2020/01/04/us/iran-anti-war-protests.html,2020-01-04T21:52:50+0000,article,Express,U.S.,News,Antiwar Protesters Across U.S. Condemn Killing of Suleimani,,Mariel Padilla
441,https://www.nytimes.com/2020/01/04/world/middleeast/libya-airstrike.html,2020-01-04T22:31:25+0000,article,Foreign,World,News,Deadly Airstrike in Libya Wreaks Havoc at Military Academy,,
442,https://www.nytimes.com/2020/01/04/crosswords/daily-puzzle-2020-01-05.html,2020-01-04T22:40:05+0000,article,Games,Crosswords & Games,News,Stressed Out,,Caitlin Lovinger
443,https://www.nytimes.com/2020/01/04/us/giichi-matsumura-remains-manzanar-internment.html,2020-01-04T22:44:16+0000,article,Express,U.S.,News,Remains Found on California Mountain Belonged to Manzanar Detainee,"After 74 Years, Family to Claim Remains Of Japanese Man Interred at U.S. Camp",Maria Cramer
444,https://www.nytimes.com/2020/01/04/us/military-families-stolen-truck.html,2020-01-04T23:07:14+0000,article,Express,U.S.,News,"Moving Truck With Possessions of 3 Military Families Stolen on Christmas, Police Say",,Michael Levenson
445,https://www.nytimes.com/2020/01/04/sports/basketball/nets-kyrie-irving-shoulder-injury-surgery.html,2020-01-05T00:08:54+0000,article,Sports,Sports,News,Kyrie Irving Says He May Need Shoulder Surgery,Irving Raises The Possibility Of Surgery On Shoulder,Sopan Deb
446,https://www.nytimes.com/2020/01/04/us/politics/trump-suleimani.html,2020-01-05T00:31:52+0000,article,Washington,U.S.,News,"As Tensions With Iran Escalated, Trump Opted for Most Extreme Measure",Trump’s Choice of Killing Stunned Defense Officials,"Helene Cooper, Eric Schmitt, Maggie Haberman and Rukmini Callimachi"
447,https://www.nytimes.com/2020/01/04/business/economy/low-interest-rates-ben-bernanke.html,2020-01-05T02:00:32+0000,article,Business,Business Day,News,Low Interest Rates Worry the Fed. Ben Bernanke Has Some Ideas.,Ex-Fed Chair Says ‘Old Methods Won’t Do’ in Downturn,"Jeanna Smialek, Jim Tankersley and Ben Casselman"
448,https://www.nytimes.com/2020/01/04/arts/television/surviving-r-kelly-2.html,2020-01-05T03:00:08+0000,article,Culture,Arts,News,‘Surviving R. Kelly’ Recap: The Year Everything Changed,,Elizabeth A. Harris
449,https://www.nytimes.com/2020/01/04/todayspaper/quotation-of-the-day-more-powers-few-limits-and-a-volatile-president.html,2020-01-05T03:44:29+0000,article,Summary,Today’s Paper,Quote,"Quotation of the Day: More Powers, Few Limits and a Volatile President",Quote of the Day,
450,https://www.nytimes.com/2020/01/04/sports/football/patriots-titans-upset-brady.html,2020-01-05T04:23:22+0000,article,Sports,Sports,News,Tom Brady and the Patriots Are Upset by the Titans in a Stunner,"Titans Put End to Patriots’ Season, and Maybe an Era",Bill Pennington
451,https://www.nytimes.com/2020/01/04/opinion/editorials/trump-iran-threats-Suleimani.html,2020-01-05T04:27:57+0000,article,Editorial,Opinion,Editorial,"Congress, Stop President Trump’s Rush to War With Iran","Congress, Stop the Rush to War",The Editorial Board
452,https://www.nytimes.com/2020/01/04/sports/football/russell-wilson-nfl-playoffs-2019.html,2020-01-05T04:39:53+0000,article,Sports,Sports,News,The Unbearable Lightness of Being Russell Wilson,League Leader In Enigmas,Kurt Streeter
